chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr22	19751077	19751242	5	0.8317	0.6938	0.1379	46.0136	0.001773	0.002519	True
chr22	19751323	19751444	10	0.857	0.7124	0.1446	40.1983	1.145e-05	5.542e-05	True
chr22	43843684	43844199	5	0.8181	0.5791	0.239	16.4489	0.004853	0.005719	True
chr22	19751855	19751946	6	0.8538	0.7137	0.1401	16.7671	0.01616	0.01679	True
chr22	43847396	43847466	6	0.7435	0.9541	-0.2107	25.989	0.0006728	0.001171	True
chr22	19752449	19752564	6	0.9155	0.7522	0.1633	21.7299	0.002537	0.00334	True
chr22	43862806	43862974	5	0.706	0.9387	-0.2326	73.6376	0.000601	0.001078	True
chr22	43865457	43866982	12	0.7225	0.9059	-0.1834	18.8883	0.001951	0.002716	True
chr22	43869676	43870089	5	0.8532	0.9859	-0.1327	62.8216	0.0001702	0.000416	True
chr22	19752985	19755225	236	0.6951	0.2425	0.4526	26.5401	1.205e-122	4.867e-119	True
chr22	43881701	43881768	5	0.8475	0.9596	-0.1121	18.0394	0.01001	0.01087	True
chr22	19756069	19756388	8	0.8362	0.668	0.1682	15.1503	0.002645	0.003466	True
chr22	19756446	19756512	5	0.9194	0.7299	0.1896	61.8509	0.002915	0.003746	True
chr22	43889399	43889901	10	0.7923	0.9447	-0.1524	18.2623	0.0001498	0.000377	True
chr22	43893318	43894190	12	0.8127	0.9621	-0.1494	35.5408	2.35e-06	1.642e-05	True
chr22	43898752	43898958	5	0.825	0.9428	-0.1178	48.496	0.0009432	0.00153	True
chr22	43899137	43900313	11	0.8027	0.9506	-0.1479	17.4422	7.394e-05	0.0002238	True
chr22	43902827	43903090	5	0.7438	0.9459	-0.2021	26.9587	0.003836	0.004685	True
chr22	43904918	43905796	9	0.7053	0.9408	-0.2355	29.2422	2.491e-05	9.827e-05	True
chr22	43907029	43907320	7	0.8756	0.7742	0.1014	16.5162	0.03145	0.03169	True
chr22	43908709	43909491	16	0.8296	0.9726	-0.143	34.3316	2.814e-08	4.407e-07	True
chr22	43911211	43911484	5	0.8791	0.9761	-0.097	23.155	0.004963	0.005823	True
chr22	43912958	43913310	7	0.7121	0.8879	-0.1759	16.4507	0.002204	0.002986	True
chr22	43922936	43923342	7	0.8915	0.9805	-0.089	30.3612	0.0008725	0.001436	True
chr22	43926041	43926190	5	0.9263	0.8236	0.1026	20.1835	0.01323	0.01399	True
chr22	43933815	43935362	10	0.8536	0.9802	-0.1266	18.7017	1.176e-05	5.657e-05	True
chr22	19758626	19758944	5	0.826	0.9707	-0.1447	75.4115	0.000893	0.001462	True
chr22	43938771	43938894	6	0.9068	0.9797	-0.0729	29.0002	0.007874	0.008749	True
chr22	43939277	43939469	5	0.8674	0.7367	0.1308	20.0992	0.03085	0.03109	True
chr22	19759973	19760348	7	0.8482	0.67	0.1782	18.4817	0.002319	0.003112	True
chr22	43946806	43947005	5	0.8228	0.9631	-0.1404	31.4467	0.00379	0.004647	True
chr22	43950772	43950891	5	0.8616	0.9778	-0.1162	19.6567	0.002941	0.003773	True
chr22	43958369	43959058	16	0.8782	0.6256	0.2526	17.3428	5.447e-07	4.968e-06	True
chr22	43963085	43963622	7	0.8339	0.9753	-0.1413	42.0633	9.036e-05	0.000259	True
chr22	43970864	43971339	5	0.8062	0.9619	-0.1557	15.5245	0.004763	0.005637	True
chr22	43972962	43973228	5	0.6926	0.4013	0.2913	15.76	0.003164	0.004001	True
chr22	44001615	44002114	6	0.8667	0.9775	-0.1108	26.1079	0.001606	0.002328	True
chr22	44002268	44002844	5	0.8679	0.99	-0.1221	80.6732	7.444e-05	0.0002246	True
chr22	44005202	44005811	7	0.8233	0.9766	-0.1533	23.6814	0.0001092	0.0002998	True
chr22	44024325	44024818	15	0.864	0.7064	0.1576	16.3515	0.0001448	0.0003697	True
chr22	44029878	44029983	5	0.8153	0.5709	0.2444	21.7774	0.001346	0.002015	True
chr22	44031101	44031306	6	0.8855	0.7408	0.1446	15.3236	0.01703	0.01765	True
chr22	44032778	44033173	5	0.9516	0.8234	0.1282	45.2465	0.004045	0.00489	True
chr22	44033394	44033612	8	0.9011	0.7624	0.1386	24.6065	0.0006392	0.001126	True
chr22	44038855	44039029	5	0.9114	0.7718	0.1395	41.8351	0.001168	0.00181	True
chr22	44185266	44185641	8	0.7522	0.1711	0.5811	26.9197	3.347e-06	2.133e-05	True
chr22	44225456	44225622	7	0.7664	0.5489	0.2175	33.6609	6.515e-05	0.000204	True
chr22	44226433	44226544	9	0.8781	0.692	0.1861	20.1085	0.000221	0.0005067	True
chr22	44231021	44231223	8	0.8251	0.6843	0.1408	23.5764	0.002232	0.003015	True
chr22	44231783	44231864	6	0.7978	0.9649	-0.1671	48.653	0.0002855	0.0006174	True
chr22	44232733	44232892	6	0.8298	0.9729	-0.1431	52.1356	0.0001927	0.0004566	True
chr22	44247759	44248006	7	0.5968	0.3961	0.2007	16.6848	0.002113	0.002889	True
chr22	44250599	44250867	9	0.8634	0.5792	0.2842	19.0207	3.265e-05	0.0001207	True
chr22	44252458	44252823	9	0.8314	0.9866	-0.1552	40.3656	3.554e-07	3.59e-06	True
chr22	44258712	44258757	5	0.0686	0.2281	-0.1595	21.4497	0.00198	0.002746	True
chr22	44258857	44258882	5	0.4025	0.1099	0.2926	128.2527	1.483e-06	1.114e-05	True
chr22	44262037	44262119	5	0.686	0.9578	-0.2718	20.6553	0.001014	0.001621	True
chr22	44281629	44282278	10	0.5652	0.9241	-0.359	19.335	3.919e-06	2.417e-05	True
chr22	44287712	44288084	34	0.122	0.0299	0.0921	20.8645	1.447e-10	4.364e-09	True
chr22	44288357	44288734	8	0.481	0.9328	-0.4518	15.9005	2.827e-05	0.0001077	True
chr22	44294165	44294452	6	0.6225	0.9102	-0.2877	39.4913	0.0003749	0.0007551	True
chr22	44297314	44297792	8	0.6494	0.8867	-0.2374	15.3434	0.001263	0.001921	True
chr22	44299826	44299941	5	0.7695	0.9521	-0.1826	18.4477	0.003713	0.004572	True
chr22	44301263	44301550	12	0.6198	0.8196	-0.1997	15.3015	0.0001637	0.0004028	True
chr22	44303037	44303539	7	0.7356	0.889	-0.1534	27.3696	0.0006431	0.001131	True
chr22	44317742	44318230	5	0.9012	0.8089	0.0923	34.7153	0.00546	0.006336	True
chr22	44320247	44320506	21	0.5872	0.2482	0.339	17.0849	2.295e-09	5.039e-08	True
chr22	44323070	44323346	6	0.726	0.955	-0.229	21.8641	0.000687	0.00119	True
chr22	44324345	44324558	5	0.9114	0.7459	0.1655	17.8095	0.01276	0.01355	True
chr22	44325772	44326035	6	0.7027	0.9795	-0.2767	62.776	3.058e-06	1.993e-05	True
chr22	44326137	44326801	11	0.7494	0.9571	-0.2076	23.3574	7.79e-06	4.081e-05	True
chr22	44330122	44330295	6	0.4708	0.9771	-0.5063	45.868	1.157e-06	9.076e-06	True
chr22	44330507	44330783	5	0.7489	0.95	-0.2012	17.8286	0.003419	0.00427	True
chr22	44332992	44334383	15	0.7352	0.9221	-0.1869	19.2272	3.29e-06	2.11e-05	True
chr22	44344761	44344997	7	0.7101	0.9524	-0.2423	18.5795	0.0001622	0.0004	True
chr22	44343977	44344036	5	0.651	0.9531	-0.3021	23.0003	0.0006399	0.001126	True
chr22	44352421	44352702	6	0.6088	0.827	-0.2182	19.6127	0.0022	0.002981	True
chr22	19786858	19787295	21	0.8699	0.6863	0.1837	23.8072	3.271e-08	5.044e-07	True
chr22	44356819	44357651	7	0.889	0.9875	-0.0985	35.596	5.224e-05	0.0001737	True
chr22	44369028	44369290	5	0.8889	0.9963	-0.1074	115.9974	1.317e-06	1.007e-05	True
chr22	44377040	44377141	6	0.8381	0.972	-0.1339	23.7197	0.001024	0.001635	True
chr22	44384936	44385025	5	0.9715	0.8291	0.1423	34.2274	0.001943	0.002708	True
chr22	19789318	19789399	5	0.8527	0.9792	-0.1265	21.7243	0.001454	0.00215	True
chr22	44391928	44392143	9	0.8588	0.6834	0.1754	37.7172	2.076e-05	8.568e-05	True
chr22	44393428	44393588	5	0.9315	0.7549	0.1766	23.1591	0.004586	0.005448	True
chr22	44394022	44394313	8	0.952	0.8717	0.0803	15.1595	0.0256	0.02593	True
chr22	44401284	44401788	6	0.9239	0.689	0.2349	21.8227	0.0003688	0.0007476	True
chr22	44420041	44420091	8	0.1361	0.0144	0.1217	109.2577	2.259e-06	1.593e-05	True
chr22	44420817	44420903	5	0.3643	0.1158	0.2485	20.085	0.001293	0.00196	True
chr22	44422163	44422579	15	0.8499	0.6926	0.1573	15.6785	0.0001121	0.0003061	True
chr22	44426306	44426519	9	0.9317	0.816	0.1157	50.6848	0.0003783	0.0007593	True
chr22	44427954	44428265	5	0.918	0.7814	0.1366	35.1356	0.002781	0.00361	True
chr22	44431115	44431540	6	0.8209	0.935	-0.1141	19.7473	0.02695	0.02725	True
chr22	44431627	44431875	5	0.897	0.9838	-0.0868	21.3789	0.004411	0.005272	True
chr22	44439556	44439731	6	0.9727	0.8811	0.0916	17.7732	0.003412	0.004265	True
chr22	44440101	44440404	6	0.8876	0.9897	-0.1021	81.5592	2.179e-05	8.892e-05	True
chr22	44442837	44442899	5	0.9497	0.6359	0.3138	27.6491	0.0003023	0.0006442	True
chr22	44445410	44445732	9	0.7457	0.1282	0.6175	32.4335	7.697e-06	4.07e-05	True
chr22	44452801	44454351	23	0.6439	0.2128	0.431	19.4767	4.316e-12	1.855e-10	True
chr22	44460146	44460211	5	0.938	0.6595	0.2785	47.8196	9.937e-05	0.0002784	True
chr22	44464853	44464974	5	0.9217	0.7544	0.1673	30.3403	0.001717	0.002454	True
chr22	44468700	44469167	6	0.8963	0.9747	-0.0784	19.2537	0.01292	0.01369	True
chr22	44484797	44485116	11	0.6072	0.2959	0.3113	22.2724	2.571e-06	1.746e-05	True
chr22	44486107	44486721	18	0.8374	0.5912	0.2462	16.8083	2.704e-07	2.922e-06	True
chr22	44487562	44487762	5	0.9491	0.8084	0.1407	17.2379	0.007114	0.007997	True
chr22	44492697	44492974	8	0.8865	0.9801	-0.0936	31.1035	0.0002873	0.0006203	True
chr22	44493437	44493722	9	0.9531	0.8363	0.1168	22.9031	0.001035	0.001651	True
chr22	44498470	44499542	8	0.9592	0.8387	0.1206	22.6564	0.001002	0.001603	True
chr22	44504982	44505258	9	0.8733	0.5588	0.3145	16.678	0.0001323	0.0003448	True
chr22	44514199	44514522	5	0.866	0.99	-0.124	72.7395	7.263e-05	0.0002209	True
chr22	44515867	44516016	8	0.9306	0.804	0.1266	20.8561	0.001915	0.002679	True
chr22	44530074	44530230	6	0.7813	0.5657	0.2156	70.0895	1.179e-05	5.658e-05	True
chr22	44538459	44538706	6	0.9166	0.7237	0.1929	22.9332	0.0007334	0.001256	True
chr22	44540960	44541126	6	0.9454	0.7832	0.1622	26.7186	0.00147	0.002166	True
chr22	44543694	44544716	31	0.8764	0.496	0.3804	23.7334	1.04e-16	8.237e-15	True
chr22	19802812	19803070	9	0.9151	0.6126	0.3025	45.147	5.295e-07	4.873e-06	True
chr22	44567522	44567853	6	0.9164	0.785	0.1314	30.773	0.0007192	0.001237	True
chr22	44572139	44572483	5	0.861	0.9888	-0.1278	49.4379	0.0001246	0.000329	True
chr22	44577135	44577329	12	0.7425	0.4967	0.2458	17.8936	1.414e-05	6.455e-05	True
chr22	44586115	44586391	5	0.858	0.9907	-0.1326	46.6968	7.809e-05	0.000232	True
chr22	44630361	44630515	5	0.2077	0.9649	-0.7572	52.1277	1.963e-05	8.237e-05	True
chr22	44634137	44634596	5	0.5397	0.9681	-0.4284	19.1828	0.0001176	0.0003156	True
chr22	44641955	44642179	8	0.6312	0.9283	-0.2971	15.4052	8.66e-05	0.0002514	True
chr22	44646308	44647392	10	0.7922	0.9522	-0.16	15.6032	0.0003619	0.0007376	True
chr22	44652330	44652960	7	0.7501	0.3415	0.4086	36.5899	2.571e-06	1.746e-05	True
chr22	44653596	44653749	6	0.7346	0.979	-0.2444	26.6395	3.077e-05	0.0001153	True
chr22	44659601	44659895	6	0.8241	0.9613	-0.1372	15.1543	0.004242	0.005096	True
chr22	44660808	44662087	10	0.7763	0.9795	-0.2032	37.027	1.676e-07	1.935e-06	True
chr22	44665720	44666067	10	0.8405	0.9636	-0.1231	64.3772	4.821e-06	2.822e-05	True
chr22	44671025	44671201	5	0.7899	0.9495	-0.1596	19.2515	0.008124	0.008992	True
chr22	44673018	44673147	9	0.7623	0.6228	0.1394	17.0927	0.004164	0.005021	True
chr22	44673648	44673815	6	0.8909	0.9863	-0.0953	31.1933	0.0002644	0.0005816	True
chr22	44682327	44682410	6	0.8133	0.936	-0.1227	26.7703	0.005267	0.006141	True
chr22	44682737	44682826	8	0.9202	0.7862	0.134	20.3781	0.001236	0.001888	True
chr22	44684008	44684163	5	0.8337	0.9527	-0.119	28.4989	0.007069	0.007957	True
chr22	44685383	44685603	7	0.6971	0.3905	0.3066	20.4838	0.0001442	0.0003684	True
chr22	44685912	44686104	6	0.7649	0.4817	0.2832	40.2581	3.28e-05	0.0001209	True
chr22	44695270	44695559	5	0.8177	0.9452	-0.1276	31.9035	0.00896	0.009826	True
chr22	44696934	44696989	7	0.6891	0.8641	-0.1749	16.1505	0.008813	0.009673	True
chr22	44697105	44697237	7	0.608	0.799	-0.191	16.2864	0.003141	0.003974	True
chr22	44701799	44702156	10	0.798	0.4511	0.3469	18.2235	1.091e-05	5.335e-05	True
chr22	44702600	44702672	6	0.8332	0.9908	-0.1577	87.2815	2.571e-06	1.746e-05	True
chr22	44705581	44706083	16	0.778	0.498	0.28	17.9296	3.211e-07	3.309e-06	True
chr22	44706121	44706520	9	0.677	0.9259	-0.249	16.3361	0.0001578	0.000392	True
chr22	44726876	44727196	34	0.2237	0.0264	0.1973	41.1985	1.237e-20	1.388e-18	True
chr22	44737648	44738213	14	0.6761	0.2077	0.4684	17.3939	9.347e-08	1.187e-06	True
chr22	44738661	44739012	6	0.8741	0.9756	-0.1015	33.6218	0.000889	0.00146	True
chr22	44749174	44749292	6	0.8353	0.9774	-0.1421	64.6394	6.598e-05	0.0002055	True
chr22	44749491	44749887	8	0.8014	0.9347	-0.1333	18.5356	0.002084	0.002864	True
chr22	44755045	44755247	7	0.7303	0.896	-0.1657	18.0373	0.001495	0.002195	True
chr22	17624951	17625131	6	0.8495	0.9651	-0.1156	16.8634	0.006004	0.006879	True
chr22	44760874	44760987	5	0.7285	0.536	0.1926	17.1369	0.007441	0.008311	True
chr22	44778498	44778969	17	0.743	0.4529	0.2901	16.3909	1.611e-06	1.199e-05	True
chr22	44789253	44789521	6	0.8358	0.9349	-0.0991	23.9023	0.005955	0.006833	True
chr22	44790458	44790508	5	0.9239	0.8033	0.1206	26.0312	0.006534	0.007403	True
chr22	44790614	44790754	7	0.8485	0.9471	-0.0986	21.911	0.00998	0.01085	True
chr22	44792128	44792715	10	0.7987	0.9322	-0.1334	22.7067	0.0005214	0.000972	True
chr22	44801036	44801897	7	0.8557	0.9732	-0.1175	61.9618	7.993e-05	0.0002352	True
chr22	44806102	44806377	7	0.8292	0.7161	0.1131	24.7337	0.002177	0.002954	True
chr22	44810416	44810597	6	0.6875	0.984	-0.2965	115.426	4.845e-07	4.519e-06	True
chr22	44823709	44823876	5	0.8248	0.5921	0.2327	25.2277	0.001119	0.001752	True
chr22	44824008	44824135	8	0.8305	0.9604	-0.1298	38.6722	0.0001921	0.000456	True
chr22	44824566	44824694	7	0.7335	0.9471	-0.2135	24.4459	0.0002753	0.0005996	True
chr22	44824749	44824998	7	0.7642	0.9067	-0.1425	15.6807	0.007341	0.008218	True
chr22	44825932	44826243	9	0.7848	0.9492	-0.1644	18.1806	0.000561	0.001027	True
chr22	44826340	44826627	6	0.7658	0.9487	-0.1829	30.8988	0.0005649	0.00103	True
chr22	44843860	44844563	18	0.6409	0.2984	0.3424	15.3179	5.317e-08	7.433e-07	True
chr22	44846472	44846626	5	0.8729	0.9785	-0.1056	31.7686	0.001734	0.002475	True
chr22	44849209	44849505	8	0.768	0.933	-0.165	22.0318	0.001115	0.001747	True
chr22	44849553	44849962	8	0.8255	0.9504	-0.1249	20.3515	0.00105	0.001669	True
chr22	44850011	44850645	10	0.761	0.9544	-0.1934	31.9058	5.915e-06	3.283e-05	True
chr22	44872601	44873351	6	0.7914	0.9551	-0.1637	16.2409	0.003243	0.004084	True
chr22	44892733	44892883	10	0.9713	0.879	0.0922	28.2454	0.0001121	0.0003061	True
chr22	44892993	44893051	6	0.9037	0.6747	0.2289	20.258	0.0008163	0.001365	True
chr22	44893667	44893775	8	0.0281	0.1341	-0.106	18.1293	0.0003243	0.0006788	True
chr22	44893822	44893862	5	0.0282	0.1865	-0.1584	30.0943	0.001185	0.001829	True
chr22	44909482	44910064	6	0.6964	0.9919	-0.2955	118.7103	4.302e-08	6.321e-07	True
chr22	44917508	44917903	7	0.7686	0.9068	-0.1382	15.3717	0.01328	0.01404	True
chr22	44918156	44919077	17	0.7856	0.9508	-0.1653	17.9832	3.89e-07	3.9e-06	True
chr22	44926403	44926787	5	0.8692	0.9791	-0.1099	51.4874	0.0004099	0.0008118	True
chr22	44933887	44934015	8	0.5465	0.3297	0.2168	35.6343	1.971e-05	8.255e-05	True
chr22	44934103	44934219	8	0.5323	0.3653	0.167	16.7407	0.002816	0.00364	True
chr22	44945004	44945240	8	0.9169	0.7361	0.1807	27.3413	0.0001144	0.0003111	True
chr22	44950432	44950651	6	0.7487	0.9773	-0.2286	58.7468	1.72e-05	7.472e-05	True
chr22	44951315	44951902	5	0.627	0.8922	-0.2652	33.5151	0.000262	0.0005783	True
chr22	44954344	44954719	5	0.8412	0.9908	-0.1496	113.746	9.715e-06	4.863e-05	True
chr22	44964978	44965235	5	0.7894	0.6268	0.1626	33.8497	0.001481	0.002176	True
chr22	44965596	44965980	7	0.8745	0.7393	0.1352	26.8052	0.002105	0.002883	True
chr22	44972120	44972373	5	0.5556	0.8021	-0.2465	15.2547	0.009534	0.0104	True
chr22	44973414	44973498	5	0.8114	0.9061	-0.0947	16.5894	0.04112	0.04116	True
chr22	44975225	44976212	14	0.6263	0.9502	-0.324	27.4296	1.237e-08	2.173e-07	True
chr22	44981165	44981539	6	0.6571	0.9233	-0.2662	42.9561	0.0003128	0.000662	True
chr22	44981579	44981735	5	0.7892	0.9385	-0.1493	20.1594	0.01023	0.01108	True
chr22	44982869	44983086	12	0.1157	0.3144	-0.1987	24.6162	2.802e-06	1.862e-05	True
chr22	44987447	44987598	7	0.8463	0.955	-0.1087	15.6177	0.004913	0.00578	True
chr22	44996474	44996873	14	0.794	0.9354	-0.1414	15.3413	9.822e-05	0.0002754	True
chr22	45001912	45002038	6	0.5808	0.8701	-0.2893	18.9302	0.003132	0.003968	True
chr22	45002269	45002724	10	0.6894	0.8937	-0.2043	37.2697	7.87e-06	4.113e-05	True
chr22	45006945	45007377	6	0.8181	0.9714	-0.1533	24.6604	0.0005724	0.00104	True
chr22	45008991	45009720	6	0.8588	0.9841	-0.1252	20.9233	0.0003578	0.0007327	True
chr22	45013630	45014107	6	0.887	0.9895	-0.1024	52.8619	5.792e-05	0.0001872	True
chr22	45016233	45016358	9	0.3887	0.1118	0.2769	17.3647	4.894e-05	0.0001657	True
chr22	45016388	45016465	7	0.1925	0.0905	0.102	41.5971	0.0006326	0.001117	True
chr22	45026671	45027189	6	0.8594	0.9538	-0.0945	21.8289	0.004989	0.005851	True
chr22	45034732	45034910	8	0.7279	0.5147	0.2132	24.2587	0.0001607	0.000397	True
chr22	45037231	45037913	5	0.8434	0.9698	-0.1263	36.2485	0.001268	0.001927	True
chr22	45044504	45045280	22	0.7056	0.3853	0.3203	15.7163	2.158e-09	4.765e-08	True
chr22	45061442	45061578	5	0.7873	0.9692	-0.182	24.3616	0.001218	0.001867	True
chr22	45071174	45071798	11	0.8411	0.6034	0.2376	15.7615	6.884e-05	0.0002128	True
chr22	45073183	45073284	6	0.8618	0.6442	0.2177	20.5513	0.0007781	0.001313	True
chr22	45079734	45080113	7	0.9052	0.8017	0.1035	24.4514	0.004768	0.005639	True
chr22	45084178	45084633	9	0.8913	0.9959	-0.1046	184.2285	5.779e-11	1.946e-09	True
chr22	45091138	45092095	6	0.9287	0.8278	0.1009	25.4013	0.01037	0.01122	True
chr22	45094413	45095574	31	0.7892	0.3837	0.4055	27.5704	6.65e-19	6.888e-17	True
chr22	19856227	19857110	27	0.8129	0.4806	0.3323	16.8957	1.299e-11	4.996e-10	True
chr22	45107023	45107100	6	0.8581	0.6826	0.1756	33.8789	0.0005432	0.001005	True
chr22	45109649	45109962	5	0.8325	0.9653	-0.1328	24.7514	0.003821	0.004672	True
chr22	45118896	45119022	5	0.9685	0.8332	0.1353	53.7278	0.0009776	0.001574	True
chr22	45126184	45126419	8	0.8503	0.7383	0.112	17.3582	0.009134	0.009998	True
chr22	45135847	45135998	6	0.4697	0.8529	-0.3832	20.69	0.001181	0.001826	True
chr22	19861071	19861164	5	0.278	0.1705	0.1075	72.5314	0.0005857	0.00106	True
chr22	19861191	19861302	8	0.2936	0.1731	0.1205	16.0564	0.005802	0.006669	True
chr22	45148101	45148231	7	0.0821	0.2854	-0.2034	16.0275	0.00114	0.001773	True
chr22	45148550	45148576	5	0.1074	0.0185	0.0889	29.0021	0.006474	0.007351	True
chr22	45151863	45152292	11	0.2239	0.4537	-0.2298	18.1246	2.965e-05	0.0001115	True
chr22	45173060	45173189	5	0.6353	0.1738	0.4615	20.2628	0.003004	0.003837	True
chr22	45178280	45178471	6	0.6409	0.3287	0.3122	18.3909	0.0005995	0.001076	True
chr22	45200158	45200390	5	0.9339	0.7681	0.1658	65.5107	4.053e-05	0.0001411	True
chr22	45204295	45204344	5	0.6612	0.8691	-0.2079	26.5701	0.001452	0.002147	True
chr22	45208032	45208524	6	0.8499	0.9644	-0.1145	20.7377	0.01189	0.01271	True
chr22	45218081	45218338	12	0.9055	0.7938	0.1118	33.2069	3.505e-05	0.0001278	True
chr22	19868604	19869251	24	0.7955	0.4702	0.3252	21.4534	2.543e-11	9.339e-10	True
chr22	45234543	45235205	13	0.8248	0.5262	0.2987	18.8655	1.458e-06	1.099e-05	True
chr22	45235399	45235554	5	0.8748	0.7665	0.1084	25.3506	0.01151	0.01233	True
chr22	19870383	19870485	5	0.9517	0.8491	0.1026	24.0018	0.02263	0.02304	True
chr22	45246994	45247154	5	0.7992	0.9411	-0.1419	34.973	0.006948	0.007832	True
chr22	45264497	45264741	20	0.8521	0.4897	0.3624	16.9201	3.261e-07	3.353e-06	True
chr22	19871655	19871863	7	0.9515	0.8207	0.1309	19.4766	0.003928	0.004772	True
chr22	45277571	45277651	9	0.5704	0.723	-0.1526	23.7105	0.000408	0.0008088	True
chr22	45278319	45278421	5	0.9216	0.8068	0.1147	42.8252	0.002826	0.003649	True
chr22	45284470	45285701	27	0.8411	0.6329	0.2082	15.6875	9.285e-09	1.706e-07	True
chr22	45290720	45290821	5	0.8887	0.7827	0.1059	15.0789	0.03813	0.03828	True
chr22	45302012	45302137	5	0.8607	0.9563	-0.0956	24.04	0.005602	0.006471	True
chr22	45304157	45304363	5	0.8528	0.9643	-0.1115	21.3295	0.005133	0.005999	True
chr22	45305256	45305413	5	0.8515	0.9752	-0.1236	25.2083	0.003088	0.003931	True
chr22	45305807	45306219	8	0.7536	0.9541	-0.2005	26.6844	8.646e-05	0.0002513	True
chr22	45308391	45308927	6	0.8483	0.9838	-0.1355	59.4006	7.487e-05	0.0002256	True
chr22	45327372	45327640	9	0.893	0.5103	0.3827	21.4584	7.034e-06	3.789e-05	True
chr22	45328368	45328508	5	0.8568	0.9834	-0.1266	68.555	0.0001881	0.0004483	True
chr22	45332215	45332385	8	0.8729	0.7533	0.1195	19.44	0.0058	0.006669	True
chr22	45336803	45336988	7	0.8761	0.9487	-0.0726	15.2173	0.03965	0.03976	True
chr22	45345850	45346138	7	0.7536	0.9486	-0.195	15.0493	0.001365	0.002035	True
chr22	45348210	45348424	5	0.8118	0.968	-0.1562	21.2568	0.003845	0.004691	True
chr22	45360209	45360309	7	0.902	0.7559	0.1461	16.8825	0.004143	0.004999	True
chr22	19880552	19880722	5	0.8706	0.7503	0.1203	19.3869	0.01779	0.01836	True
chr22	45382951	45383211	5	0.7688	0.918	-0.1492	21.8505	0.0202	0.02067	True
chr22	45387706	45387925	6	0.7295	0.9201	-0.1905	20.0101	0.006409	0.007289	True
chr22	45389879	45389992	5	0.7183	0.9089	-0.1906	91.2607	7.015e-05	0.0002157	True
chr22	19881109	19881271	6	0.5475	0.7401	-0.1926	31.0965	0.0006515	0.001143	True
chr22	45395289	45395354	5	0.9252	0.7943	0.1309	24.4376	0.01055	0.01138	True
chr22	45397719	45397762	5	0.8566	0.9572	-0.1006	17.7341	0.02418	0.02456	True
chr22	45402289	45402359	5	0.279	0.0193	0.2597	70.7855	1.806e-05	7.779e-05	True
chr22	45420577	45421242	10	0.74	0.9643	-0.2242	17.2666	7.732e-06	4.073e-05	True
chr22	45425910	45426259	5	0.5748	0.8866	-0.3118	27.4764	0.0006269	0.00111	True
chr22	45430938	45431537	10	0.7621	0.965	-0.203	44.5689	4.447e-07	4.293e-06	True
chr22	45439874	45440473	6	0.7232	0.9116	-0.1884	15.6291	0.006038	0.006912	True
chr22	45445076	45445202	8	0.6915	0.8497	-0.1582	32.5804	0.0001713	0.0004177	True
chr22	45447773	45448021	5	0.7593	0.9566	-0.1973	19.6713	0.002396	0.003191	True
chr22	45448470	45448911	5	0.599	0.1767	0.4222	16.3032	0.00504	0.005902	True
chr22	45450587	45450781	8	0.8353	0.9842	-0.1489	24.6985	1.294e-05	6.067e-05	True
chr22	45452226	45452586	7	0.8518	0.9642	-0.1125	15.0537	0.003797	0.00465	True
chr22	45453195	45453568	8	0.8864	0.987	-0.1006	57.3791	9.698e-06	4.861e-05	True
chr22	45458080	45458205	5	0.9153	0.7844	0.1309	22.3235	0.004284	0.00514	True
chr22	45471683	45471863	6	0.8207	0.947	-0.1263	15.7443	0.007282	0.008161	True
chr22	45473282	45473451	10	0.5838	0.2997	0.2841	24.3105	6.466e-06	3.521e-05	True
chr22	45482695	45483159	5	0.8478	0.9898	-0.142	89.2477	3.853e-05	0.0001364	True
chr22	45490362	45490391	5	0.7123	0.9201	-0.2078	34.4951	0.0045	0.005363	True
chr22	19892137	19892321	8	0.9293	0.8097	0.1196	24.4711	0.002434	0.003232	True
chr22	45499105	45499457	6	0.8088	0.9695	-0.1607	22.682	0.00076	0.001286	True
